frame,worker_id,helmet,vest,mask,status
213,5,True,False,False,NO HARDHAT | NO SAFETY VEST
214,3,False,False,False,NO HARDHAT | NO SAFETY VEST
214,5,True,False,False,NO HARDHAT | NO SAFETY VEST
215,3,False,False,False,NO HARDHAT | NO SAFETY VEST
215,5,True,False,False,NO HARDHAT | NO SAFETY VEST
216,3,False,False,False,NO HARDHAT | NO SAFETY VEST
216,5,True,False,False,NO HARDHAT | NO SAFETY VEST
217,3,False,False,False,NO HARDHAT | NO SAFETY VEST
217,5,True,False,False,NO HARDHAT | NO SAFETY VEST
218,3,False,False,False,NO HARDHAT | NO SAFETY VEST
218,5,True,False,False,NO HARDHAT | NO SAFETY VEST
219,3,False,False,False,NO HARDHAT | NO SAFETY VEST
219,5,True,False,False,NO HARDHAT | NO SAFETY VEST
220,3,False,False,False,NO HARDHAT | NO SAFETY VEST
220,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
221,3,False,False,False,NO HARDHAT | NO SAFETY VEST
221,5,True,False,False,NO HARDHAT | NO SAFETY VEST
222,3,False,False,False,NO HARDHAT | NO SAFETY VEST
222,5,True,False,False,NO HARDHAT | NO SAFETY VEST
223,3,False,False,False,NO HARDHAT | NO SAFETY VEST
223,5,True,False,False,NO HARDHAT | NO SAFETY VEST
224,3,False,False,False,NO HARDHAT | NO SAFETY VEST
224,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
225,3,False,False,False,NO HARDHAT | NO SAFETY VEST
225,5,False,False,False,NO HARDHAT | NO SAFETY VEST
226,3,False,False,False,NO HARDHAT | NO SAFETY VEST
226,5,True,False,False,NO HARDHAT | NO SAFETY VEST
227,3,False,False,False,NO HARDHAT | NO SAFETY VEST
227,5,True,False,False,NO SAFETY VEST
228,3,False,False,False,NO HARDHAT | NO SAFETY VEST
228,5,True,False,False,NO SAFETY VEST
228,64,True,False,False,NO SAFETY VEST
229,3,False,False,False,NO HARDHAT | NO SAFETY VEST
229,5,True,False,False,NO SAFETY VEST
230,3,False,False,False,NO HARDHAT | NO SAFETY VEST
230,5,True,False,False,NO SAFETY VEST
231,3,False,False,False,NO HARDHAT | NO SAFETY VEST
231,5,True,False,False,NO SAFETY VEST
232,3,False,False,False,NO HARDHAT | NO SAFETY VEST
232,5,True,False,False,NO SAFETY VEST
233,3,False,False,False,NO HARDHAT | NO SAFETY VEST
233,5,True,False,False,NO SAFETY VEST
234,3,False,False,False,NO HARDHAT | NO SAFETY VEST
234,5,True,False,False,NO SAFETY VEST
235,3,False,False,False,NO HARDHAT | NO SAFETY VEST
235,5,True,False,False,NO SAFETY VEST
236,3,False,False,False,NO HARDHAT | NO SAFETY VEST
236,5,True,False,False,NO SAFETY VEST
237,5,True,False,False,NO HARDHAT | NO SAFETY VEST
238,5,True,False,False,NO HARDHAT | NO SAFETY VEST
239,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
239,3,False,False,False,NO HARDHAT | NO SAFETY VEST
240,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
240,3,False,False,False,NO HARDHAT | NO SAFETY VEST
241,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
241,3,False,False,False,NO HARDHAT | NO SAFETY VEST
241,64,False,False,False,NO SAFETY VEST
242,5,True,False,False,NO HARDHAT | NO SAFETY VEST
242,3,False,False,False,NO HARDHAT | NO SAFETY VEST
242,64,False,False,False,NO SAFETY VEST
243,5,True,False,False,NO HARDHAT | NO SAFETY VEST
243,3,False,False,False,NO HARDHAT | NO SAFETY VEST
243,64,False,False,False,MONITORING
244,5,True,False,False,NO HARDHAT | NO SAFETY VEST
244,3,False,False,False,NO HARDHAT | NO SAFETY VEST
245,5,True,False,False,NO HARDHAT | NO SAFETY VEST
245,3,False,False,False,NO HARDHAT | NO SAFETY VEST
246,5,True,False,False,NO HARDHAT | NO SAFETY VEST
246,3,False,False,False,NO HARDHAT | NO SAFETY VEST
247,5,True,False,False,NO HARDHAT | NO SAFETY VEST
247,3,False,False,False,NO HARDHAT | NO SAFETY VEST
248,5,True,False,False,NO HARDHAT | NO SAFETY VEST
248,3,False,False,False,NO HARDHAT | NO SAFETY VEST
249,5,True,False,False,NO HARDHAT | NO SAFETY VEST
249,3,False,False,False,NO HARDHAT | NO SAFETY VEST
250,5,True,False,False,NO HARDHAT | NO SAFETY VEST
250,3,False,False,False,NO HARDHAT | NO SAFETY VEST
251,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
251,3,False,False,False,NO HARDHAT | NO SAFETY VEST
252,5,True,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
252,3,False,False,False,NO HARDHAT | NO SAFETY VEST
253,5,True,False,False,NO HARDHAT | NO MASK
253,3,False,False,False,NO HARDHAT | NO SAFETY VEST
254,5,True,False,False,NO HARDHAT | NO MASK
254,3,False,False,False,NO HARDHAT | NO SAFETY VEST
255,5,True,False,False,NO HARDHAT | NO MASK
255,3,False,False,False,NO HARDHAT | NO SAFETY VEST
256,5,True,False,False,NO HARDHAT | NO MASK
256,3,False,False,False,NO HARDHAT | NO SAFETY VEST
257,5,True,False,False,NO HARDHAT
257,3,False,False,False,NO HARDHAT | NO SAFETY VEST
258,5,True,False,False,MONITORING
258,3,False,False,False,NO HARDHAT | NO SAFETY VEST
259,5,True,False,False,MONITORING
259,3,False,False,False,NO HARDHAT | NO SAFETY VEST
260,5,True,False,False,NO SAFETY VEST
260,3,False,False,False,NO HARDHAT | NO SAFETY VEST
261,5,True,False,False,NO SAFETY VEST
261,3,False,False,False,NO HARDHAT | NO SAFETY VEST
262,5,True,False,False,NO SAFETY VEST
262,3,False,False,False,NO HARDHAT | NO SAFETY VEST
263,5,True,False,False,NO SAFETY VEST
263,3,False,False,False,NO HARDHAT | NO SAFETY VEST
264,5,True,False,False,NO SAFETY VEST
264,3,False,False,False,NO HARDHAT | NO SAFETY VEST
265,5,True,False,False,NO SAFETY VEST
265,3,False,False,False,NO HARDHAT | NO SAFETY VEST
266,5,True,False,False,NO SAFETY VEST
266,3,False,False,False,NO HARDHAT | NO SAFETY VEST
267,5,True,False,False,NO SAFETY VEST
267,3,False,False,False,NO HARDHAT | NO SAFETY VEST
268,5,True,False,False,NO SAFETY VEST
268,3,False,False,False,NO HARDHAT | NO SAFETY VEST
269,5,True,False,False,NO SAFETY VEST
269,3,False,False,False,NO HARDHAT | NO SAFETY VEST
270,5,True,False,False,NO SAFETY VEST
270,3,False,False,False,NO HARDHAT | NO SAFETY VEST
271,5,True,False,False,NO SAFETY VEST
271,3,False,False,False,NO HARDHAT | NO SAFETY VEST
272,5,True,False,False,NO SAFETY VEST
272,3,False,False,False,NO HARDHAT | NO SAFETY VEST
273,5,True,False,False,NO SAFETY VEST
273,3,False,False,False,NO HARDHAT | NO SAFETY VEST
274,5,True,False,False,NO SAFETY VEST
274,3,False,False,False,NO HARDHAT | NO SAFETY VEST
274,115,False,False,False,MONITORING
275,5,True,False,False,NO SAFETY VEST
275,3,False,False,False,NO HARDHAT | NO SAFETY VEST
275,115,False,False,False,MONITORING
276,5,True,False,False,NO SAFETY VEST
276,3,False,False,False,NO HARDHAT | NO SAFETY VEST
276,115,False,False,False,MONITORING
277,5,True,False,False,NO SAFETY VEST
277,3,False,False,False,NO HARDHAT | NO SAFETY VEST
277,115,False,False,False,MONITORING
278,5,True,False,False,NO SAFETY VEST
278,3,False,False,False,NO HARDHAT | NO SAFETY VEST
278,115,False,False,False,MONITORING
279,5,True,False,False,MONITORING
279,3,False,False,False,NO HARDHAT | NO SAFETY VEST
279,115,False,False,False,MONITORING
280,5,True,False,False,MONITORING
280,3,False,False,False,NO HARDHAT | NO SAFETY VEST
280,115,False,False,False,MONITORING
281,5,True,False,False,MONITORING
281,3,False,False,False,NO HARDHAT | NO SAFETY VEST
282,5,True,False,False,MONITORING
282,3,False,False,False,NO HARDHAT | NO SAFETY VEST
283,5,True,False,False,NO SAFETY VEST
283,3,False,False,False,NO HARDHAT | NO SAFETY VEST
283,115,False,False,False,MONITORING
284,5,True,False,False,NO SAFETY VEST
284,3,False,False,False,NO HARDHAT | NO SAFETY VEST
284,115,False,False,False,MONITORING
285,5,True,False,False,NO SAFETY VEST
285,3,False,False,False,NO HARDHAT | NO SAFETY VEST
285,115,False,False,False,MONITORING
286,5,True,False,False,MONITORING
286,3,False,False,False,NO HARDHAT | NO SAFETY VEST
286,115,False,False,False,MONITORING
287,5,True,False,False,MONITORING
287,3,False,False,False,NO HARDHAT | NO SAFETY VEST
287,115,False,False,False,MONITORING
288,5,True,False,False,MONITORING
288,3,False,False,False,NO HARDHAT | NO SAFETY VEST
288,115,False,False,False,MONITORING
289,5,True,False,False,MONITORING
289,3,False,False,False,NO HARDHAT | NO SAFETY VEST
289,115,False,False,False,MONITORING
290,5,True,False,False,MONITORING
290,3,False,False,False,NO HARDHAT | NO SAFETY VEST
290,115,False,False,False,MONITORING
291,5,True,False,False,MONITORING
291,3,False,False,False,NO HARDHAT | NO SAFETY VEST
291,115,False,False,False,MONITORING
292,5,True,False,False,MONITORING
292,3,False,False,False,NO HARDHAT | NO SAFETY VEST
292,115,False,False,False,MONITORING
293,5,True,False,False,MONITORING
293,3,False,False,False,NO HARDHAT | NO SAFETY VEST
293,115,False,False,False,MONITORING
294,5,True,False,False,MONITORING
294,3,False,False,False,NO HARDHAT | NO SAFETY VEST
294,115,False,False,False,NO SAFETY VEST
295,5,True,False,False,MONITORING
295,3,False,False,False,NO HARDHAT | NO SAFETY VEST
295,115,False,False,False,NO SAFETY VEST
296,5,True,False,False,MONITORING
296,3,False,False,False,NO HARDHAT | NO SAFETY VEST
296,115,False,False,False,NO SAFETY VEST
297,5,True,False,False,MONITORING
297,3,False,False,False,NO HARDHAT | NO SAFETY VEST
297,115,False,False,False,NO SAFETY VEST
298,5,True,False,False,MONITORING
298,3,False,False,False,NO HARDHAT | NO SAFETY VEST
299,5,True,False,False,MONITORING
299,3,False,False,False,NO HARDHAT | NO SAFETY VEST
300,5,True,False,False,NO SAFETY VEST
300,3,False,False,False,NO HARDHAT | NO SAFETY VEST
301,5,True,False,False,NO SAFETY VEST
301,3,False,False,False,NO HARDHAT | NO SAFETY VEST
302,5,True,False,False,NO SAFETY VEST
302,3,False,False,False,NO HARDHAT | NO SAFETY VEST
303,5,True,False,False,NO SAFETY VEST
303,3,False,False,False,NO HARDHAT | NO SAFETY VEST
304,5,True,False,False,NO SAFETY VEST
304,3,False,False,False,NO HARDHAT | NO SAFETY VEST
305,5,True,False,False,NO SAFETY VEST
305,3,False,False,False,NO HARDHAT | NO SAFETY VEST
306,5,True,False,False,NO SAFETY VEST
306,3,False,False,False,NO HARDHAT | NO SAFETY VEST
307,5,True,False,False,NO SAFETY VEST
307,3,False,False,False,NO HARDHAT | NO SAFETY VEST
308,5,True,False,False,NO SAFETY VEST
308,3,False,False,False,NO HARDHAT | NO SAFETY VEST
309,5,True,False,False,NO SAFETY VEST
309,3,False,False,False,NO HARDHAT | NO SAFETY VEST
310,5,True,False,False,NO SAFETY VEST
310,3,False,False,False,NO HARDHAT | NO SAFETY VEST
311,5,True,False,False,NO SAFETY VEST
311,3,False,False,False,NO HARDHAT | NO SAFETY VEST
312,5,True,False,False,NO SAFETY VEST
312,3,False,False,False,NO HARDHAT | NO SAFETY VEST
313,5,True,False,False,MONITORING
313,3,False,False,False,NO HARDHAT | NO SAFETY VEST
314,5,True,False,False,MONITORING
314,3,False,False,False,NO HARDHAT | NO SAFETY VEST
315,5,True,False,False,MONITORING
315,3,False,False,False,NO HARDHAT | NO SAFETY VEST
316,5,True,False,False,MONITORING
316,3,False,False,False,NO HARDHAT | NO SAFETY VEST
317,5,True,False,False,MONITORING
317,3,False,False,False,NO HARDHAT | NO SAFETY VEST
317,138,False,False,False,MONITORING
318,5,True,False,False,NO MASK
318,3,False,False,False,NO HARDHAT | NO SAFETY VEST
319,5,True,False,False,NO MASK
319,3,False,False,False,NO HARDHAT | NO SAFETY VEST
320,5,True,False,False,NO MASK
320,3,False,False,False,NO HARDHAT | NO SAFETY VEST
321,5,True,False,False,NO MASK
321,3,False,False,False,NO HARDHAT | NO SAFETY VEST
321,115,False,False,False,MONITORING
322,5,True,False,False,NO MASK
322,3,False,False,False,NO HARDHAT | NO SAFETY VEST
323,5,True,False,False,NO MASK
323,3,False,False,False,NO HARDHAT | NO SAFETY VEST
323,115,False,False,False,MONITORING
323,138,False,False,False,MONITORING
324,5,True,False,False,NO MASK
324,3,False,False,False,NO HARDHAT | NO SAFETY VEST
325,5,True,False,False,NO MASK
325,3,False,False,False,NO HARDHAT | NO SAFETY VEST
326,5,True,False,False,NO MASK
326,3,False,False,False,NO HARDHAT | NO SAFETY VEST
327,5,True,False,False,NO MASK
327,3,False,False,False,NO HARDHAT | NO SAFETY VEST
327,115,False,False,False,MONITORING
328,5,True,False,False,NO MASK
328,3,False,False,False,NO HARDHAT | NO SAFETY VEST
328,115,False,False,False,MONITORING
329,5,True,False,False,NO MASK
329,3,False,False,False,NO HARDHAT | NO SAFETY VEST
330,5,True,False,False,NO MASK
330,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
331,5,True,False,False,NO MASK
331,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
332,5,True,False,False,NO SAFETY VEST | NO MASK
332,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
332,115,False,False,False,MONITORING
333,5,True,False,False,NO SAFETY VEST | NO MASK
333,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
334,5,True,False,False,NO SAFETY VEST | NO MASK
334,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
335,5,True,False,False,NO SAFETY VEST | NO MASK
335,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
336,5,True,False,False,NO SAFETY VEST | NO MASK
336,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
337,5,True,False,False,NO SAFETY VEST | NO MASK
337,3,False,False,False,NO HARDHAT | NO SAFETY VEST
338,5,True,False,False,NO SAFETY VEST | NO MASK
338,3,False,False,False,NO HARDHAT | NO SAFETY VEST
339,5,True,False,False,NO SAFETY VEST | NO MASK
339,3,False,False,False,NO HARDHAT | NO SAFETY VEST
340,5,True,False,False,NO SAFETY VEST | NO MASK
340,3,False,False,False,NO HARDHAT | NO SAFETY VEST
341,5,True,False,False,NO SAFETY VEST | NO MASK
341,3,False,False,False,NO HARDHAT | NO SAFETY VEST
342,5,True,False,False,NO SAFETY VEST | NO MASK
342,3,False,False,False,NO HARDHAT | NO SAFETY VEST
343,5,True,False,False,NO SAFETY VEST | NO MASK
343,3,False,False,False,NO HARDHAT | NO SAFETY VEST
344,5,True,False,False,NO SAFETY VEST | NO MASK
344,3,False,False,False,NO HARDHAT | NO SAFETY VEST
345,5,True,False,False,NO SAFETY VEST | NO MASK
345,3,False,False,False,NO HARDHAT | NO SAFETY VEST
346,5,True,False,False,NO SAFETY VEST | NO MASK
346,3,False,False,False,NO HARDHAT | NO SAFETY VEST
347,5,True,False,False,NO SAFETY VEST | NO MASK
347,3,False,False,False,NO HARDHAT | NO SAFETY VEST
348,5,True,False,False,NO SAFETY VEST | NO MASK
348,3,False,False,False,NO HARDHAT | NO SAFETY VEST
349,5,True,False,False,NO SAFETY VEST
349,3,False,False,False,NO HARDHAT | NO SAFETY VEST
350,5,True,False,False,NO SAFETY VEST
350,3,False,False,False,NO HARDHAT | NO SAFETY VEST
351,5,True,False,False,NO SAFETY VEST
351,3,False,False,False,NO HARDHAT | NO SAFETY VEST
352,5,True,False,False,NO SAFETY VEST
352,3,False,False,False,NO HARDHAT | NO SAFETY VEST
353,5,True,False,False,NO SAFETY VEST | NO MASK
353,3,False,False,False,NO HARDHAT | NO SAFETY VEST
354,5,True,False,False,NO SAFETY VEST | NO MASK
354,3,False,False,False,NO HARDHAT | NO SAFETY VEST
355,5,True,False,False,NO SAFETY VEST | NO MASK
355,3,False,False,False,NO HARDHAT | NO SAFETY VEST
356,5,True,False,False,NO SAFETY VEST | NO MASK
356,3,False,False,False,NO HARDHAT | NO SAFETY VEST
357,5,True,False,False,NO SAFETY VEST | NO MASK
357,3,False,False,False,NO HARDHAT | NO SAFETY VEST
358,5,True,False,False,NO SAFETY VEST | NO MASK
358,3,False,False,False,NO HARDHAT | NO SAFETY VEST
359,5,True,False,False,NO SAFETY VEST | NO MASK
359,3,False,False,False,NO HARDHAT | NO SAFETY VEST
360,5,True,False,False,NO SAFETY VEST | NO MASK
360,3,False,False,False,NO HARDHAT | NO SAFETY VEST
361,5,True,False,False,NO SAFETY VEST | NO MASK
361,3,False,False,False,NO HARDHAT | NO SAFETY VEST
362,5,True,False,False,NO SAFETY VEST | NO MASK
362,3,False,False,False,NO HARDHAT | NO SAFETY VEST
362,149,False,False,False,MONITORING
363,5,True,False,False,NO SAFETY VEST
363,3,False,False,False,NO HARDHAT | NO SAFETY VEST
363,149,False,False,False,MONITORING
363,150,False,False,False,MONITORING
364,5,True,False,False,NO SAFETY VEST
364,3,False,False,False,NO HARDHAT | NO SAFETY VEST
364,149,False,False,False,NO SAFETY VEST
365,5,True,False,False,NO SAFETY VEST
365,3,False,False,False,NO HARDHAT | NO SAFETY VEST
365,149,False,False,False,NO SAFETY VEST
366,5,True,False,False,NO SAFETY VEST
366,3,False,False,False,NO HARDHAT | NO SAFETY VEST
367,5,True,False,False,NO SAFETY VEST
367,3,False,False,False,NO HARDHAT | NO SAFETY VEST
368,5,True,False,False,NO SAFETY VEST
368,3,False,False,False,NO HARDHAT | NO SAFETY VEST
368,149,False,False,False,NO SAFETY VEST
369,5,True,False,False,NO SAFETY VEST
369,3,False,False,False,NO HARDHAT | NO SAFETY VEST
369,149,False,False,False,NO SAFETY VEST
370,5,True,False,False,NO SAFETY VEST
370,3,False,False,False,NO HARDHAT | NO SAFETY VEST
370,149,False,False,False,NO SAFETY VEST
371,5,True,False,False,NO SAFETY VEST
371,3,False,False,False,NO HARDHAT | NO SAFETY VEST
371,150,False,False,False,MONITORING
372,5,True,False,False,NO SAFETY VEST
372,3,False,False,False,NO HARDHAT | NO SAFETY VEST
372,149,False,False,False,NO SAFETY VEST
373,5,True,False,False,NO SAFETY VEST
373,3,False,False,False,NO HARDHAT | NO SAFETY VEST
373,150,False,False,False,MONITORING
374,5,True,False,False,NO SAFETY VEST
374,3,False,False,False,NO HARDHAT | NO SAFETY VEST
374,149,False,False,False,NO SAFETY VEST
375,5,True,False,False,NO SAFETY VEST
375,3,False,False,False,NO HARDHAT | NO SAFETY VEST
375,149,False,False,False,MONITORING
376,5,True,False,False,NO SAFETY VEST
376,3,False,False,False,NO HARDHAT | NO SAFETY VEST
376,149,False,False,False,MONITORING
377,5,True,False,False,MONITORING
377,3,False,False,False,NO HARDHAT | NO SAFETY VEST
377,149,False,False,False,MONITORING
378,5,True,False,False,MONITORING
378,3,False,False,False,NO HARDHAT | NO SAFETY VEST
378,149,False,False,False,MONITORING
379,5,True,False,False,MONITORING
379,3,False,False,False,NO HARDHAT | NO SAFETY VEST
379,149,False,False,False,MONITORING
380,5,True,False,False,MONITORING
380,3,False,False,False,NO HARDHAT | NO SAFETY VEST
380,149,False,False,False,MONITORING
381,5,True,False,False,MONITORING
381,3,False,False,False,NO HARDHAT | NO SAFETY VEST
381,149,False,False,False,NO SAFETY VEST
382,5,True,False,False,MONITORING
382,3,False,False,False,NO HARDHAT | NO SAFETY VEST
382,149,False,False,False,NO SAFETY VEST
383,5,True,False,False,MONITORING
383,3,False,False,False,NO HARDHAT | NO SAFETY VEST
383,149,False,False,False,NO SAFETY VEST
384,5,True,False,False,MONITORING
384,3,False,False,False,NO HARDHAT | NO SAFETY VEST
384,149,False,False,False,NO SAFETY VEST
385,5,True,False,False,MONITORING
385,3,False,False,False,NO HARDHAT | NO SAFETY VEST
385,149,False,False,False,NO SAFETY VEST
386,5,True,False,False,MONITORING
386,3,False,False,False,NO HARDHAT | NO SAFETY VEST
386,149,True,False,False,MONITORING
387,5,True,False,False,MONITORING
387,3,False,False,False,NO HARDHAT | NO SAFETY VEST
387,149,False,False,False,MONITORING
388,5,True,False,False,MONITORING
388,3,False,False,False,NO HARDHAT | NO SAFETY VEST
388,149,False,False,False,MONITORING
389,5,True,False,False,MONITORING
389,3,True,False,False,NO HARDHAT | NO SAFETY VEST
389,149,True,False,False,MONITORING
390,5,True,False,False,MONITORING
390,3,True,False,False,NO HARDHAT | NO SAFETY VEST
390,149,True,False,False,MONITORING
391,5,True,False,False,MONITORING
391,3,True,False,False,NO HARDHAT | NO SAFETY VEST
391,149,True,False,False,MONITORING
392,5,True,False,False,MONITORING
392,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
392,149,False,False,False,MONITORING
393,5,True,False,False,MONITORING
393,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
393,149,False,False,False,MONITORING
394,5,True,False,False,MONITORING
394,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
394,149,False,False,False,MONITORING
394,170,False,False,False,MONITORING
395,5,True,False,False,MONITORING
395,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
395,149,False,False,False,MONITORING
395,170,False,False,False,MONITORING
396,5,True,False,False,NO SAFETY VEST
396,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
396,149,False,False,False,MONITORING
397,5,True,False,False,NO SAFETY VEST
397,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
397,149,False,False,False,MONITORING
398,5,True,False,False,NO SAFETY VEST
398,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
398,149,False,False,False,MONITORING
399,5,True,False,False,NO SAFETY VEST
399,3,False,False,False,NO HARDHAT | NO SAFETY VEST | NO MASK
399,149,False,False,False,MONITORING
400,5,True,False,False,NO SAFETY VEST
400,3,False,False,False,NO HARDHAT | NO SAFETY VEST
400,149,False,False,False,MONITORING
401,5,True,False,False,NO SAFETY VEST
401,3,False,False,False,NO HARDHAT | NO SAFETY VEST
401,149,False,False,False,MONITORING
402,5,True,False,False,NO SAFETY VEST
402,3,False,False,False,NO HARDHAT | NO SAFETY VEST
402,149,False,False,False,MONITORING
403,5,True,False,False,NO SAFETY VEST
403,3,False,False,False,NO HARDHAT | NO SAFETY VEST
403,149,False,False,False,MONITORING
404,5,True,False,False,NO SAFETY VEST
404,3,False,False,False,NO HARDHAT | NO SAFETY VEST
404,149,False,False,False,MONITORING
405,5,True,False,False,NO SAFETY VEST
405,3,False,False,False,NO HARDHAT | NO SAFETY VEST
405,149,False,False,False,MONITORING
406,5,True,False,False,NO SAFETY VEST
406,3,False,False,False,NO HARDHAT | NO SAFETY VEST
406,149,False,False,False,MONITORING
407,5,True,False,False,NO SAFETY VEST
407,3,False,False,False,NO HARDHAT | NO SAFETY VEST
407,149,False,False,False,MONITORING
408,5,True,False,False,NO SAFETY VEST
408,3,False,False,False,NO HARDHAT | NO SAFETY VEST
408,149,False,False,False,MONITORING
409,5,True,False,False,NO SAFETY VEST
409,3,False,False,False,NO HARDHAT | NO SAFETY VEST
409,149,False,False,False,MONITORING
410,5,True,False,False,MONITORING
410,3,False,False,False,NO HARDHAT | NO SAFETY VEST
410,149,False,False,False,MONITORING
411,5,True,False,False,MONITORING
411,3,False,False,False,NO HARDHAT | NO SAFETY VEST
411,149,False,False,False,MONITORING
412,5,True,False,False,MONITORING
412,3,False,False,False,NO HARDHAT | NO SAFETY VEST
412,149,False,False,False,MONITORING
413,5,True,False,False,MONITORING
413,3,False,False,False,NO HARDHAT | NO SAFETY VEST
413,149,False,False,False,MONITORING
414,5,True,False,False,NO SAFETY VEST
414,3,False,False,False,NO HARDHAT | NO SAFETY VEST
414,149,False,False,False,MONITORING
415,5,True,False,False,NO SAFETY VEST
415,3,False,False,False,NO HARDHAT | NO SAFETY VEST
415,149,False,False,False,MONITORING
416,5,True,False,False,NO SAFETY VEST
416,3,False,False,False,NO HARDHAT | NO SAFETY VEST
416,149,False,False,False,MONITORING
417,5,True,False,False,NO SAFETY VEST
417,3,False,False,False,NO HARDHAT | NO SAFETY VEST
417,149,False,False,False,MONITORING
418,5,True,False,False,NO SAFETY VEST
418,3,False,False,False,NO HARDHAT | NO SAFETY VEST
419,5,True,False,False,MONITORING
419,3,False,False,False,NO HARDHAT | NO SAFETY VEST
420,5,True,False,False,MONITORING
420,3,False,False,False,NO HARDHAT | NO SAFETY VEST
420,183,False,False,False,MONITORING
421,5,True,False,False,MONITORING
421,3,False,False,False,NO HARDHAT | NO SAFETY VEST
421,183,False,False,False,MONITORING
422,5,True,False,False,MONITORING
422,3,False,False,False,NO HARDHAT | NO SAFETY VEST
422,183,False,False,False,MONITORING
423,5,True,False,False,MONITORING
423,3,False,False,False,NO HARDHAT | NO SAFETY VEST
423,183,False,False,False,MONITORING
424,5,True,False,False,MONITORING
424,3,False,False,False,NO HARDHAT | NO SAFETY VEST
425,5,True,False,False,MONITORING
425,3,False,False,False,NO HARDHAT | NO SAFETY VEST
426,5,True,False,False,MONITORING
426,3,False,False,False,NO HARDHAT | NO SAFETY VEST
427,5,True,False,False,MONITORING
427,3,False,False,False,NO HARDHAT | NO SAFETY VEST
428,5,True,False,False,MONITORING
428,3,False,False,False,NO HARDHAT | NO SAFETY VEST
429,5,True,False,False,MONITORING
429,3,False,False,False,NO HARDHAT | NO SAFETY VEST
430,5,True,False,False,NO SAFETY VEST
430,3,False,False,False,NO HARDHAT | NO SAFETY VEST
431,5,True,False,False,NO SAFETY VEST
431,3,False,False,False,NO HARDHAT | NO SAFETY VEST
432,5,True,False,False,NO SAFETY VEST
432,3,False,False,False,NO HARDHAT | NO SAFETY VEST
433,5,True,False,False,NO SAFETY VEST
433,3,False,False,False,NO HARDHAT | NO SAFETY VEST
434,5,True,False,False,NO SAFETY VEST
434,3,False,False,False,NO HARDHAT | NO SAFETY VEST
435,5,True,False,False,NO SAFETY VEST
435,3,False,False,False,NO HARDHAT | NO SAFETY VEST
436,5,True,False,False,NO SAFETY VEST
436,3,False,False,False,NO HARDHAT | NO SAFETY VEST
437,5,True,False,False,MONITORING
437,3,False,False,False,NO HARDHAT | NO SAFETY VEST
438,5,True,False,False,MONITORING
438,3,False,False,False,NO HARDHAT | NO SAFETY VEST
439,5,True,False,False,MONITORING
439,3,False,False,False,NO HARDHAT | NO SAFETY VEST
440,5,True,False,False,MONITORING
440,3,False,False,False,NO HARDHAT | NO SAFETY VEST
441,5,True,False,False,MONITORING
441,3,False,False,False,NO HARDHAT | NO SAFETY VEST
441,149,False,False,False,MONITORING
442,5,True,False,False,MONITORING
442,3,False,False,False,NO HARDHAT | NO SAFETY VEST
443,5,True,False,False,MONITORING
443,3,False,False,False,NO HARDHAT | NO SAFETY VEST
444,5,True,False,False,MONITORING
444,3,False,False,False,NO HARDHAT | NO SAFETY VEST
445,5,True,False,False,MONITORING
445,3,False,False,False,NO HARDHAT | NO SAFETY VEST
445,149,False,False,False,MONITORING
446,5,True,False,False,MONITORING
446,3,False,False,False,NO HARDHAT | NO SAFETY VEST
446,149,False,False,False,MONITORING
447,5,True,False,False,MONITORING
447,3,False,False,False,NO HARDHAT | NO SAFETY VEST
447,149,False,False,False,MONITORING
448,5,True,False,False,MONITORING
448,3,False,False,False,NO HARDHAT | NO SAFETY VEST
448,149,False,False,False,MONITORING
449,5,True,False,False,MONITORING
449,3,False,False,False,NO HARDHAT | NO SAFETY VEST
449,149,False,False,False,MONITORING
450,5,True,False,False,MONITORING
450,3,False,False,False,NO HARDHAT | NO SAFETY VEST
450,149,False,False,False,MONITORING
451,5,True,False,False,MONITORING
451,3,False,False,False,NO HARDHAT | NO SAFETY VEST
451,149,False,False,False,MONITORING
452,5,True,False,False,MONITORING
